"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","Home_xG","Away_xG","HY","AY","CS"
"214","MEX",2024-02-07,"Pachuca","León",3,2,"H",0.9,1.1,"Abraham Quirarte","2024-02-07-Pachuca-León","3-2"
"215","MEX",2023-07-13,"Santos","Atlas",0,0,"D",0.5,0.3,"Diego Montaño","2023-07-13-Santos-Atlas","0-0"
"216","MEX",2023-07-13,"Guadalajara","Necaxa",2,0,"H",1.4,0.6,"Jesus Lopez","2023-07-13-Guadalajara-Necaxa","2-0"
"217","MEX",2023-07-14,"Mazatlán","Monterrey",0,3,"A",0.3,2.6,"Brian Gonzalez","2023-07-14-Mazatlán-Monterrey","0-3"
"218","MEX",2023-07-14,"Tijuana","Cruz Azul",2,1,"H",0.7,0.8,"Edgar Morales","2023-07-14-Tijuana-Cruz Azul","2-1"
"219","MEX",2023-07-15,"Atlético","Querétaro",4,1,"H",1.7,0.6,"Daniel Quintero","2023-07-15-Atlético-Querétaro","4-1"
"220","MEX",2023-07-15,"América","Puebla",3,0,"H",3.6,0.9,"Víctor Cáceres","2023-07-15-América-Puebla","3-0"
"221","MEX",2023-07-15,"UANL","León",1,0,"H",1.2,1.2,"Ismael Lopez","2023-07-15-UANL-León","1-0"
"222","MEX",2023-07-16,"Toluca","FC Juárez",2,4,"A",2,1.9,"Charles Terrazas","2023-07-16-Toluca-FC Juárez","2-4"
"223","MEX",2023-07-16,"Pachuca","UNAM",1,1,"D",1.1,0.7,"Oscar Mejia","2023-07-16-Pachuca-UNAM","1-1"
"224","MEX",2024-01-26,"Tijuana","Guadalajara",1,1,"D",0.8,1.6,"Brian Gonzalez","2024-01-26-Tijuana-Guadalajara","1-1"
"225","MEX",2024-01-26,"Puebla","Toluca",1,1,"D",1,0.8,"Iván López","2024-01-26-Puebla-Toluca","1-1"
"226","MEX",2024-01-27,"León","Santos",3,2,"H",1.5,1.3,"Daniel Quintero","2024-01-27-León-Santos","3-2"
"227","MEX",2024-01-27,"Cruz Azul","Mazatlán",2,1,"H",2.3,0.3,"Luis Enrique Santander","2024-01-27-Cruz Azul-Mazatlán","2-1"
"228","MEX",2024-01-27,"Monterrey","Atlético",3,1,"H",0.7,0.5,"Jesus Lopez","2024-01-27-Monterrey-Atlético","3-1"
"229","MEX",2024-01-27,"Necaxa","América",0,0,"D",0.6,0.6,"Diego Montaño","2024-01-27-Necaxa-América","0-0"
"230","MEX",2024-01-28,"UNAM","Pachuca",3,1,"H",1.1,1.4,"Maximiliano Quintero","2024-01-28-UNAM-Pachuca","3-1"
"231","MEX",2024-01-28,"Atlas","FC Juárez",2,1,"H",1.5,0.8,"Fernando Hernández","2024-01-28-Atlas-FC Juárez","2-1"
"232","MEX",2024-01-28,"Querétaro","UANL",1,1,"D",0.6,2.2,"Ismael Lopez","2024-01-28-Querétaro-UANL","1-1"
"233","MEX",2023-08-18,"León","Mazatlán",2,1,"H",1.4,1.9,"Maximiliano Quintero","2023-08-18-León-Mazatlán","2-1"
"234","MEX",2023-08-18,"FC Juárez","Guadalajara",1,1,"D",1.5,1.1,"Fernando Hernández","2023-08-18-FC Juárez-Guadalajara","1-1"
"235","MEX",2023-08-18,"UNAM","Toluca",1,1,"D",3.8,0.9,"Luis Enrique Santander","2023-08-18-UNAM-Toluca","1-1"
"236","MEX",2023-08-18,"Puebla","Atlético",1,2,"A",1.1,1.8,"Ismael Lopez","2023-08-18-Puebla-Atlético","1-2"
"237","MEX",2023-08-20,"Cruz Azul","Santos",2,2,"D",2.3,2.5,"Marco Antonio Ortíz","2023-08-20-Cruz Azul-Santos","2-2"
"238","MEX",2023-08-20,"Querétaro","Pachuca",1,1,"D",0.6,1.3,"Vicente Arce","2023-08-20-Querétaro-Pachuca","1-1"
"239","MEX",2023-08-20,"Necaxa","UANL",0,3,"A",1,1.4,"Guillermo Pacheco","2023-08-20-Necaxa-UANL","0-3"
"240","MEX",2023-08-20,"América","Atlas",1,1,"D",1.8,0.9,"Adonai Escobedo","2023-08-20-América-Atlas","1-1"
"241","MEX",2023-10-25,"Monterrey","Tijuana",3,1,"H",1.9,0.4,"Víctor Cáceres","2023-10-25-Monterrey-Tijuana","3-1"
"242","MEX",2024-01-24,"Atlético","UANL",1,2,"A",1,1.6,"Víctor Cáceres","2024-01-24-Atlético-UANL","1-2"
"243","MEX",2024-01-24,"Monterrey","Querétaro",1,1,"D",1.9,0.8,"Marco Antonio Ortíz","2024-01-24-Monterrey-Querétaro","1-1"
"244","MEX",2024-01-24,"FC Juárez","América",0,2,"A",1.3,2.2,"Luis Enrique Santander","2024-01-24-FC Juárez-América","0-2"
"245","MEX",2024-01-30,"Mazatlán","León",2,2,"D",0.5,1.8,"Edgar Morales","2024-01-30-Mazatlán-León","2-2"
"246","MEX",2024-01-30,"Cruz Azul","Tijuana",1,0,"H",1.8,0.6,"Jesus Lopez","2024-01-30-Cruz Azul-Tijuana","1-0"
"247","MEX",2024-01-30,"Santos","Puebla",3,0,"H",2.8,1.6,"Brian Gonzalez","2024-01-30-Santos-Puebla","3-0"
"248","MEX",2024-01-30,"Guadalajara","Toluca",3,2,"H",2.2,1.9,"Fernando Hernández","2024-01-30-Guadalajara-Toluca","3-2"
"249","MEX",2024-01-31,"Pachuca","Atlas",4,3,"H",2.1,1.4,"Daniel Quintero","2024-01-31-Pachuca-Atlas","4-3"
"250","MEX",2024-01-31,"UNAM","Necaxa",2,2,"D",2.8,0.7,"César Arturo Ramos","2024-01-31-UNAM-Necaxa","2-2"
"251","MEX",2023-08-22,"Mazatlán","Puebla",1,0,"H",1.2,0.5,"Luis Enrique Santander","2023-08-22-Mazatlán-Puebla","1-0"
"252","MEX",2023-08-22,"Guadalajara","Tijuana",1,0,"H",2.1,0.1,"Adonai Escobedo","2023-08-22-Guadalajara-Tijuana","1-0"
"253","MEX",2023-08-22,"FC Juárez","UNAM",4,1,"H",1.9,1.7,"Iván López","2023-08-22-FC Juárez-UNAM","4-1"
"254","MEX",2023-08-23,"América","Necaxa",3,2,"H",2.4,0.6,"Marco Ortíz","2023-08-23-América-Necaxa","3-2"
"255","MEX",2023-08-23,"Pachuca","Cruz Azul",1,0,"H",0.8,1.4,"Jesus Lopez","2023-08-23-Pachuca-Cruz Azul","1-0"
"256","MEX",2023-08-23,"Atlético","León",3,0,"H",0.6,1.3,"Edgar Morales","2023-08-23-Atlético-León","3-0"
"257","MEX",2023-08-30,"Toluca","Monterrey",1,0,"H",0.5,1.2,"Diego Montaño","2023-08-30-Toluca-Monterrey","1-0"
"258","MEX",2023-08-30,"Querétaro","Atlas",1,2,"A",1.2,0.8,"Fernando Hernández","2023-08-30-Querétaro-Atlas","1-2"
"259","MEX",2023-08-30,"UANL","Santos",3,2,"H",2.3,1.7,"Daniel Quintero","2023-08-30-UANL-Santos","3-2"
"260","MEX",2024-02-02,"Querétaro","Cruz Azul",1,3,"A",0.9,2.2,"Jorge Camacho","2024-02-02-Querétaro-Cruz Azul","1-3"
"261","MEX",2024-02-02,"Puebla","Mazatlán",3,2,"H",1.6,0.4,"Fernando Guerrero","2024-02-02-Puebla-Mazatlán","3-2"
"262","MEX",2024-02-03,"FC Juárez","Necaxa",2,2,"D",1.6,0.9,"Marco Antonio Ortíz","2024-02-03-FC Juárez-Necaxa","2-2"
"263","MEX",2024-02-03,"Toluca","León",4,1,"H",2.1,0.6,"Ismael Lopez","2024-02-03-Toluca-León","4-1"
"264","MEX",2024-02-03,"UANL","UNAM",2,2,"D",1.6,0.6,"Fernando Hernández","2024-02-03-UANL-UNAM","2-2"
"265","MEX",2024-02-03,"Pachuca","Tijuana",3,2,"H",2.7,1.9,"Guillermo Pacheco","2024-02-03-Pachuca-Tijuana","3-2"
"266","MEX",2024-02-03,"América","Monterrey",1,1,"D",1.2,0.7,"César Arturo Ramos","2024-02-03-América-Monterrey","1-1"
"267","MEX",2024-02-04,"Atlas","Santos",3,0,"H",2.9,0.7,"Charles Terrazas","2024-02-04-Atlas-Santos","3-0"
"268","MEX",2024-02-04,"Atlético","Guadalajara",0,2,"A",0.5,2.4,"Oscar Mejia","2024-02-04-Atlético-Guadalajara","0-2"
"269","MEX",2023-08-25,"Puebla","FC Juárez",1,0,"H",1.3,0.5,"Diego Montaño","2023-08-25-Puebla-FC Juárez","1-0"
"270","MEX",2023-08-25,"Tijuana","Mazatlán",1,1,"D",0.8,0.4,"Fernando Guerrero","2023-08-25-Tijuana-Mazatlán","1-1"
"271","MEX",2023-08-26,"Atlas","Toluca",0,0,"D",0.9,0.8,"Guillermo Pacheco","2023-08-26-Atlas-Toluca","0-0"
"272","MEX",2023-08-26,"América","León",1,1,"D",1.6,0.7,"Óscar Macias","2023-08-26-América-León","1-1"
"273","MEX",2023-08-26,"Santos","Guadalajara",2,1,"H",1.7,0.9,"Oscar Mejia","2023-08-26-Santos-Guadalajara","2-1"
"274","MEX",2023-08-27,"Necaxa","Querétaro",0,1,"A",0.4,1.6,"Daniel Quintero","2023-08-27-Necaxa-Querétaro","0-1"
"275","MEX",2023-08-27,"UNAM","UANL",2,1,"H",1.8,0.4,"Fernando Hernández","2023-08-27-UNAM-UANL","2-1"
"276","MEX",2023-08-27,"Monterrey","Cruz Azul",1,2,"A",1.4,1.3,"César Arturo Ramos","2023-08-27-Monterrey-Cruz Azul","1-2"
"277","MEX",2023-08-28,"Pachuca","Atlético",0,2,"A",0.9,1.7,"Jorge Camacho","2023-08-28-Pachuca-Atlético","0-2"
"278","MEX",2024-02-09,"Mazatlán","Atlas",2,0,"H",1.2,0.5,"Víctor Cáceres","2024-02-09-Mazatlán-Atlas","2-0"
"279","MEX",2024-02-09,"Tijuana","Querétaro",1,1,"D",0.9,0.7,"Adonai Escobedo","2024-02-09-Tijuana-Querétaro","1-1"
"280","MEX",2024-02-10,"Necaxa","Toluca",3,3,"D",1.9,2.7,"Daniel Quintero","2024-02-10-Necaxa-Toluca","3-3"
"281","MEX",2024-02-10,"Guadalajara","FC Juárez",2,1,"H",2.1,1,"Vicente Arce","2024-02-10-Guadalajara-FC Juárez","2-1"
"282","MEX",2024-02-10,"León","América",0,1,"A",1.1,2.5,"Marco Antonio Ortíz","2024-02-10-León-América","0-1"
"283","MEX",2024-02-10,"Cruz Azul","Atlético",3,0,"H",3.3,0.6,"Fernando Guerrero","2024-02-10-Cruz Azul-Atlético","3-0"
"284","MEX",2024-02-10,"Santos","UANL",0,3,"A",0.9,2,"Oscar Mejia","2024-02-10-Santos-UANL","0-3"
"285","MEX",2024-02-10,"Monterrey","Pachuca",3,2,"H",2.3,0.7,"Fernando Hernández","2024-02-10-Monterrey-Pachuca","3-2"
"286","MEX",2024-02-11,"UNAM","Puebla",3,0,"H",1.5,0.5,"Guillermo Pacheco","2024-02-11-UNAM-Puebla","3-0"
"287","MEX",2023-09-01,"FC Juárez","Mazatlán",3,1,"H",1.4,1.5,"Adonai Escobedo","2023-09-01-FC Juárez-Mazatlán","3-1"
"288","MEX",2023-09-01,"Puebla","Tijuana",3,0,"H",1.1,1.5,"César Arturo Ramos","2023-09-01-Puebla-Tijuana","3-0"
"289","MEX",2023-09-02,"León","Necaxa",1,1,"D",1.1,0.5,"Víctor Cáceres","2023-09-02-León-Necaxa","1-1"
"290","MEX",2023-09-02,"Santos","UNAM",2,1,"H",1.8,0.9,"Fernando Guerrero","2023-09-02-Santos-UNAM","2-1"
"291","MEX",2023-09-02,"UANL","Querétaro",5,0,"H",3.5,0.5,"Ismael Lopez","2023-09-02-UANL-Querétaro","5-0"
"292","MEX",2023-09-02,"Cruz Azul","América",2,3,"A",1.2,0.6,"Daniel Quintero","2023-09-02-Cruz Azul-América","2-3"
"293","MEX",2023-09-03,"Toluca","Pachuca",5,0,"H",4.2,0.4,"Marco Antonio Ortíz","2023-09-03-Toluca-Pachuca","5-0"
"294","MEX",2023-09-03,"Guadalajara","Monterrey",1,2,"A",0.6,1.3,"Óscar Macias","2023-09-03-Guadalajara-Monterrey","1-2"
"295","MEX",2023-09-03,"Atlético","Atlas",2,0,"H",1.3,0.6,"Luis Enrique Santander","2023-09-03-Atlético-Atlas","2-0"
"296","MEX",2024-02-16,"Querétaro","Necaxa",1,1,"D",0.3,1,"Fernando Hernández","2024-02-16-Querétaro-Necaxa","1-1"
"297","MEX",2024-02-16,"Mazatlán","Guadalajara",2,2,"D",1.1,1.5,"Adonai Escobedo","2024-02-16-Mazatlán-Guadalajara","2-2"
"298","MEX",2024-02-17,"Atlético","Tijuana",3,3,"D",2.6,1.6,"Daniel Quintero","2024-02-17-Atlético-Tijuana","3-3"
"299","MEX",2024-02-17,"Pachuca","América",2,1,"H",1.9,1.2,"Víctor Cáceres","2024-02-17-Pachuca-América","2-1"
"300","MEX",2024-02-17,"Cruz Azul","UANL",1,0,"H",1,0.3,"Marco Antonio Ortíz","2024-02-17-Cruz Azul-UANL","1-0"
"301","MEX",2024-02-18,"Atlas","León",0,1,"A",1.5,1.8,"Jesus Lopez","2024-02-18-Atlas-León","0-1"
"302","MEX",2024-02-18,"UNAM","Santos",3,0,"H",2.2,0.2,"Ismael Lopez","2024-02-18-UNAM-Santos","3-0"
"303","MEX",2024-02-18,"Monterrey","Toluca",0,0,"D",1.7,0.2,"Luis Enrique Santander","2024-02-18-Monterrey-Toluca","0-0"
"304","MEX",2024-03-23,"FC Juárez","Puebla",4,3,"H",1.5,1.4,"César Arturo Ramos","2024-03-23-FC Juárez-Puebla","4-3"
"305","MEX",2023-09-15,"Mazatlán","Cruz Azul",2,2,"D",2.2,1.6,"Marco Antonio Ortíz","2023-09-15-Mazatlán-Cruz Azul","2-2"
"306","MEX",2023-09-15,"Tijuana","Toluca",2,1,"H",1.1,0.4,"Erick Miranda","2023-09-15-Tijuana-Toluca","2-1"
"307","MEX",2023-09-16,"Necaxa","FC Juárez",1,1,"D",1.4,0.4,"Brian Gonzalez","2023-09-16-Necaxa-FC Juárez","1-1"
"308","MEX",2023-09-16,"Monterrey","León",3,1,"H",1.2,0.8,"Luis Enrique Santander","2023-09-16-Monterrey-León","3-1"
"309","MEX",2023-09-16,"América","Guadalajara",4,0,"H",1.3,0.4,"Fernando Guerrero","2023-09-16-América-Guadalajara","4-0"
"310","MEX",2023-09-17,"UNAM","Atlético",3,2,"H",2.1,0.5,"César Arturo Ramos","2023-09-17-UNAM-Atlético","3-2"
"311","MEX",2023-09-17,"Querétaro","Puebla",1,1,"D",1.7,1.8,"Víctor Cáceres","2023-09-17-Querétaro-Puebla","1-1"
"312","MEX",2023-09-17,"Atlas","UANL",2,0,"H",1.7,0.6,"Adonai Escobedo","2023-09-17-Atlas-UANL","2-0"
"313","MEX",2023-09-18,"Pachuca","Santos",3,2,"H",1.4,1.7,"Fernando Hernández","2023-09-18-Pachuca-Santos","3-2"
"314","MEX",2024-02-23,"Puebla","Querétaro",0,2,"A",0.9,1.6,"Jesus Lopez","2024-02-23-Puebla-Querétaro","0-2"
"315","MEX",2024-02-23,"FC Juárez","Monterrey",0,3,"A",0.4,2.2,"Marco Antonio Ortíz","2024-02-23-FC Juárez-Monterrey","0-3"
"316","MEX",2024-02-23,"Necaxa","Pachuca",1,1,"D",0.9,1.5,"Jorge Camacho","2024-02-23-Necaxa-Pachuca","1-1"
"317","MEX",2024-02-24,"León","Atlético",1,0,"H",1.1,1.1,"Iván López","2024-02-24-León-Atlético","1-0"
"318","MEX",2024-02-24,"UANL","Atlas",1,1,"D",1.1,1.2,"César Arturo Ramos","2024-02-24-UANL-Atlas","1-1"
"319","MEX",2024-02-24,"Guadalajara","UNAM",3,1,"H",1.6,1.1,"Óscar Macias","2024-02-24-Guadalajara-UNAM","3-1"
"320","MEX",2024-02-24,"América","Cruz Azul",1,0,"H",0.9,0.7,"Oscar Mejia","2024-02-24-América-Cruz Azul","1-0"
"321","MEX",2024-02-25,"Toluca","Tijuana",2,0,"H",1.5,0.6,"Diego Montaño","2024-02-25-Toluca-Tijuana","2-0"
"322","MEX",2024-02-25,"Santos","Mazatlán",1,0,"H",1.8,0.5,"Fernando Guerrero","2024-02-25-Santos-Mazatlán","1-0"
"323","MEX",2023-09-22,"FC Juárez","Atlas",1,2,"A",1.9,1.4,"Víctor Cáceres","2023-09-22-FC Juárez-Atlas","1-2"
"324","MEX",2023-09-22,"Atlético","Mazatlán",3,2,"H",1.4,2.2,"Fernando Hernández","2023-09-22-Atlético-Mazatlán","3-2"
"325","MEX",2023-09-22,"Puebla","UNAM",0,2,"A",0.7,2,"Guillermo Pacheco","2023-09-22-Puebla-UNAM","0-2"
"326","MEX",2023-09-23,"León","Tijuana",1,0,"H",1.1,0.1,"Fernando Guerrero","2023-09-23-León-Tijuana","1-0"
"327","MEX",2023-09-23,"Guadalajara","Pachuca",0,0,"D",0.7,0.9,"César Arturo Ramos","2023-09-23-Guadalajara-Pachuca","0-0"
"328","MEX",2023-09-23,"UANL","Monterrey",3,0,"H",1.6,1,"Marco Antonio Ortíz","2023-09-23-UANL-Monterrey","3-0"
"329","MEX",2023-09-24,"Toluca","América",1,1,"D",1.5,2,"Adonai Escobedo","2023-09-24-Toluca-América","1-1"
"330","MEX",2023-09-24,"Cruz Azul","Querétaro",1,3,"A",2.4,1.9,"Abraham Quirarte","2023-09-24-Cruz Azul-Querétaro","1-3"
"331","MEX",2023-09-24,"Santos","Necaxa",2,5,"A",3.2,1.4,"Oscar Mejia","2023-09-24-Santos-Necaxa","2-5"
"332","MEX",2024-02-14,"Atlas","UNAM",0,0,"D",0.4,0.5,"Jesus Lopez","2024-02-14-Atlas-UNAM","0-0"
"333","MEX",2024-02-20,"Puebla","Pachuca",1,4,"A",0.3,2.1,"Maximiliano Quintero","2024-02-20-Puebla-Pachuca","1-4"
"334","MEX",2024-02-20,"Necaxa","Guadalajara",1,0,"H",1.6,0.7,"Brian Gonzalez","2024-02-20-Necaxa-Guadalajara","1-0"
"335","MEX",2024-02-21,"Toluca","Santos",1,0,"H",1.1,0.4,"Abraham Quirarte","2024-02-21-Toluca-Santos","1-0"
"336","MEX",2024-02-21,"León","Cruz Azul",2,3,"A",0.8,2.3,"Diego Montaño","2024-02-21-León-Cruz Azul","2-3"
"337","MEX",2024-02-21,"América","Mazatlán",2,2,"D",2.4,1.5,"Ismael Lopez","2024-02-21-América-Mazatlán","2-2"
"338","MEX",2024-02-27,"Querétaro","Atlético",4,1,"H",2.5,0.8,"Edgar Morales","2024-02-27-Querétaro-Atlético","4-1"
"339","MEX",2024-02-28,"UANL","FC Juárez",1,0,"H",1.1,1,"Jesus Lopez","2024-02-28-UANL-FC Juárez","1-0"
"340","MEX",2024-02-28,"Tijuana","Monterrey",1,1,"D",1,0.8,"Oscar Mejia","2024-02-28-Tijuana-Monterrey","1-1"
